resume_id,resume_text,skills
190,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用MyBatis、PostgreSQL、Rust、MySQL、Django、Java进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",MyBatis、PostgreSQL、Rust、MySQL、Django、Java
191,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握MyBatis、C、Kotlin、机器学习，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",MyBatis、C、Kotlin、机器学习
192,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Django、Angular、Docker、Spring、大模型、Python、阿里云完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",Django、Angular、Docker、Spring、大模型、Python、阿里云
193,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Python、深度学习、Kubernetes、MongoDB、Flask，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",Python、深度学习、Kubernetes、MongoDB、Flask
194,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Django、React、Hadoop、Kotlin、C++，
具备扎实的数据结构与算法基础。
沟通表达能力优秀。",Django、React、Hadoop、Kotlin、C++
195,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用React、Spark、Linux、机器学习、Redis进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",React、Spark、Linux、机器学习、Redis
196,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握NLP、TypeScript、SpringBoot、Hibernate、Docker、Kubernetes、MyBatis、Flask，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",NLP、TypeScript、SpringBoot、Hibernate、Docker、Kubernetes、MyBatis、Flask
197,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Keras、Python、Flask、Go、深度学习、Flink进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",Keras、Python、Flask、Go、深度学习、Flink
198,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用PHP、机器学习、Spring、Hadoop、SpringCloud、大模型、Spark、Flink完成系统搭建，
实现高可用分布式架构设计。
具备良好的团队合作能力。",PHP、机器学习、Spring、Hadoop、SpringCloud、大模型、Spark、Flink
199,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握PostgreSQL、深度学习、Flask、Spring、Kotlin、AWS，
具备扎实的数据结构与算法基础。
沟通表达能力优秀。",PostgreSQL、深度学习、Flask、Spring、Kotlin、AWS
